               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 170,            0.033841,           0.0090628,                   0,             0.91246,               0.875,             0.92252,             0.36426,            0.030484,            0.011483,                   0,             0.00493,             0.00493,             0.00493
                 171,            0.053575,           0.0094735,                   0,             0.91476,               0.875,             0.92405,              0.3621,              0.0331,            0.011076,                   0,              0.0049,              0.0049,              0.0049
                 172,            0.035417,            0.010755,                   0,             0.91476,               0.875,             0.92405,              0.3621,              0.0331,            0.011076,                   0,             0.00487,             0.00487,             0.00487
                 173,            0.070209,            0.011348,                   0,             0.91846,               0.875,             0.91928,             0.34895,            0.030639,            0.011318,                   0,             0.00484,             0.00484,             0.00484
                 174,            0.052518,           0.0099546,                   0,             0.91846,               0.875,             0.91928,             0.34895,            0.030639,            0.011318,                   0,             0.00481,             0.00481,             0.00481
                 175,            0.070691,           0.0097007,                   0,             0.91737,               0.875,             0.91658,             0.36559,            0.031161,            0.011327,                   0,             0.00478,             0.00478,             0.00478
                 176,            0.051207,            0.012224,                   0,             0.91737,               0.875,             0.91658,             0.36559,            0.031161,            0.011327,                   0,             0.00475,             0.00475,             0.00475
                 177,            0.034555,            0.010892,                   0,             0.78502,                0.75,             0.74069,              0.2505,            0.031644,            0.011383,                   0,             0.00472,             0.00472,             0.00472
                 178,            0.055493,           0.0096444,                   0,             0.78502,                0.75,             0.74069,              0.2505,            0.031644,            0.011383,                   0,             0.00469,             0.00469,             0.00469
                 179,            0.052946,            0.014485,                   0,             0.91826,               0.875,             0.94742,             0.33704,             0.02914,             0.01142,                   0,             0.00466,             0.00466,             0.00466
                 180,            0.035619,            0.010281,                   0,             0.91826,               0.875,             0.94742,             0.33704,             0.02914,             0.01142,                   0,             0.00463,             0.00463,             0.00463
                 181,            0.031992,           0.0096275,                   0,             0.91842,               0.875,             0.94141,             0.36706,            0.029353,            0.011403,                   0,              0.0046,              0.0046,              0.0046
                 182,            0.033105,           0.0098804,                   0,             0.91842,               0.875,             0.94141,             0.36706,            0.029353,            0.011403,                   0,             0.00457,             0.00457,             0.00457
                 183,            0.058064,           0.0089514,                   0,             0.91694,               0.875,             0.94624,             0.36052,            0.029674,            0.011117,                   0,             0.00454,             0.00454,             0.00454
                 184,            0.032212,           0.0093897,                   0,             0.91694,               0.875,             0.94624,             0.36052,            0.029674,            0.011117,                   0,             0.00451,             0.00451,             0.00451
                 185,            0.034352,           0.0090928,                   0,             0.93614,             0.91717,              0.9459,             0.37155,            0.027249,            0.011236,                   0,             0.00448,             0.00448,             0.00448
                 186,             0.05098,           0.0089157,                   0,             0.93614,             0.91717,              0.9459,             0.37155,            0.027249,            0.011236,                   0,             0.00445,             0.00445,             0.00445
                 187,            0.034789,            0.010212,                   0,             0.85894,              0.9375,             0.94727,             0.40296,            0.026654,            0.011162,                   0,             0.00442,             0.00442,             0.00442
                 188,             0.03204,            0.011046,                   0,             0.85894,              0.9375,             0.94727,             0.40296,            0.026654,            0.011162,                   0,             0.00439,             0.00439,             0.00439
                 189,            0.037745,           0.0068513,                   0,             0.91442,               0.875,             0.91942,             0.35847,            0.028636,            0.010954,                   0,             0.00436,             0.00436,             0.00436
                 190,            0.055251,            0.010757,                   0,             0.91442,               0.875,             0.91942,             0.35847,            0.028636,            0.010954,                   0,             0.00433,             0.00433,             0.00433
                 191,            0.030792,           0.0095795,                   0,             0.91248,               0.875,             0.92178,             0.34765,            0.027453,            0.011005,                   0,              0.0043,              0.0043,              0.0043
                 192,            0.054486,           0.0075233,                   0,             0.91248,               0.875,             0.92178,             0.34765,            0.027453,            0.011005,                   0,             0.00427,             0.00427,             0.00427
                 193,            0.055031,           0.0093108,                   0,             0.82226,              0.9375,             0.90731,             0.34545,             0.02557,            0.010971,                   0,             0.00424,             0.00424,             0.00424
                 194,            0.035231,           0.0079648,                   0,             0.82226,              0.9375,             0.90731,             0.34545,             0.02557,            0.010971,                   0,             0.00421,             0.00421,             0.00421
                 195,            0.033247,           0.0095906,                   0,             0.82228,              0.9375,             0.91741,             0.34193,            0.026861,            0.010832,                   0,             0.00418,             0.00418,             0.00418
                 196,            0.029945,            0.008792,                   0,             0.82228,              0.9375,             0.91741,             0.34193,            0.026861,            0.010832,                   0,             0.00415,             0.00415,             0.00415
                 197,             0.05236,           0.0087156,                   0,             0.87165,              0.9375,             0.96099,             0.36554,            0.027973,            0.010724,                   0,             0.00412,             0.00412,             0.00412
                 198,             0.03046,           0.0067048,                   0,             0.87165,              0.9375,             0.96099,             0.36554,            0.027973,            0.010724,                   0,             0.00409,             0.00409,             0.00409
                 199,            0.034251,           0.0098806,                   0,             0.87004,              0.9375,             0.95891,             0.36563,            0.027559,            0.010768,                   0,             0.00406,             0.00406,             0.00406
                 200,             0.05282,            0.010721,                   0,             0.87004,              0.9375,             0.95891,             0.36563,            0.027559,            0.010768,                   0,             0.00403,             0.00403,             0.00403
                 201,            0.034601,           0.0094637,                   0,             0.86974,              0.9375,              0.9658,             0.37098,            0.028979,            0.010669,                   0,               0.004,               0.004,               0.004
                 202,            0.080433,           0.0074653,                   0,             0.86974,              0.9375,              0.9658,             0.37098,            0.028979,            0.010669,                   0,             0.00397,             0.00397,             0.00397
                 203,            0.034605,           0.0084197,                   0,             0.84658,              0.8125,             0.84395,             0.32428,            0.030072,            0.010683,                   0,             0.00394,             0.00394,             0.00394
                 204,            0.031599,            0.010806,                   0,             0.84658,              0.8125,             0.84395,             0.32428,            0.030072,            0.010683,                   0,             0.00391,             0.00391,             0.00391
                 205,            0.055079,            0.011088,                   0,              0.8708,              0.9375,             0.95891,             0.36241,            0.028733,            0.010693,                   0,             0.00388,             0.00388,             0.00388
                 206,            0.052403,           0.0089125,                   0,              0.8708,              0.9375,             0.95891,             0.36241,            0.028733,            0.010693,                   0,             0.00385,             0.00385,             0.00385
                 207,            0.073977,            0.011796,                   0,             0.87076,              0.9375,             0.95701,             0.37968,            0.027219,            0.010737,                   0,             0.00382,             0.00382,             0.00382
                 208,            0.032466,           0.0087385,                   0,             0.87076,              0.9375,             0.95701,             0.37968,            0.027219,            0.010737,                   0,             0.00379,             0.00379,             0.00379
                 209,            0.034511,           0.0098365,                   0,              0.9152,               0.875,             0.96291,              0.3839,            0.027254,            0.010637,                   0,             0.00376,             0.00376,             0.00376
                 210,            0.050727,           0.0084462,                   0,              0.9152,               0.875,             0.96291,              0.3839,            0.027254,            0.010637,                   0,             0.00373,             0.00373,             0.00373
                 211,            0.052361,            0.010022,                   0,             0.83926,             0.97973,             0.97205,              0.3874,             0.02841,            0.010499,                   0,              0.0037,              0.0037,              0.0037
                 212,            0.032065,           0.0076346,                   0,             0.83926,             0.97973,             0.97205,              0.3874,             0.02841,            0.010499,                   0,             0.00367,             0.00367,             0.00367
                 213,            0.030074,           0.0094906,                   0,             0.91807,               0.875,             0.94095,             0.32388,            0.029254,            0.010488,                   0,             0.00364,             0.00364,             0.00364
                 214,            0.051522,           0.0087283,                   0,             0.91807,               0.875,             0.94095,             0.32388,            0.029254,            0.010488,                   0,             0.00361,             0.00361,             0.00361
                 215,            0.030633,           0.0085217,                   0,             0.93648,             0.92223,             0.97365,             0.39867,            0.028153,            0.010471,                   0,             0.00358,             0.00358,             0.00358
                 216,            0.030881,            0.012434,                   0,             0.93648,             0.92223,             0.97365,             0.39867,            0.028153,            0.010471,                   0,             0.00355,             0.00355,             0.00355
                 217,            0.029974,           0.0077568,                   0,             0.88243,             0.93825,             0.97646,             0.39577,            0.029331,            0.010424,                   0,             0.00352,             0.00352,             0.00352
                 218,            0.048726,            0.011764,                   0,             0.88243,             0.93825,             0.97646,             0.39577,            0.029331,            0.010424,                   0,             0.00349,             0.00349,             0.00349
                 219,            0.031944,           0.0087412,                   0,             0.88757,             0.98737,               0.973,             0.39867,             0.03012,            0.010288,                   0,             0.00346,             0.00346,             0.00346
                 220,            0.073795,           0.0092448,                   0,             0.88757,             0.98737,               0.973,             0.39867,             0.03012,            0.010288,                   0,             0.00343,             0.00343,             0.00343
                 221,            0.032783,           0.0092566,                   0,             0.91764,               0.875,              0.9698,             0.39694,            0.029989,            0.010279,                   0,              0.0034,              0.0034,              0.0034
                 222,            0.048383,           0.0071614,                   0,             0.91764,               0.875,              0.9698,             0.39694,            0.029989,            0.010279,                   0,             0.00337,             0.00337,             0.00337
                 223,            0.061555,            0.012643,                   0,             0.93632,             0.91986,             0.97803,             0.41785,            0.026808,            0.010422,                   0,             0.00334,             0.00334,             0.00334
                 224,            0.033109,           0.0088089,                   0,             0.93632,             0.91986,             0.97803,             0.41785,            0.026808,            0.010422,                   0,             0.00331,             0.00331,             0.00331
                 225,            0.031342,            0.010284,                   0,             0.83606,              0.9375,             0.97447,             0.43002,            0.026611,            0.010419,                   0,             0.00328,             0.00328,             0.00328
                 226,            0.031658,           0.0092708,                   0,             0.83606,              0.9375,             0.97447,             0.43002,            0.026611,            0.010419,                   0,             0.00325,             0.00325,             0.00325
                 227,            0.031768,           0.0096653,                   0,             0.91509,               0.875,             0.94298,             0.35679,            0.028586,            0.010375,                   0,             0.00322,             0.00322,             0.00322
                 228,            0.043148,           0.0070245,                   0,             0.91509,               0.875,             0.94298,             0.35679,            0.028586,            0.010375,                   0,             0.00319,             0.00319,             0.00319
                 229,            0.028178,            0.010034,                   0,             0.91322,               0.875,             0.97194,             0.39172,             0.02915,            0.010255,                   0,             0.00316,             0.00316,             0.00316
                 230,            0.048652,           0.0097506,                   0,             0.91322,               0.875,             0.97194,             0.39172,             0.02915,            0.010255,                   0,             0.00313,             0.00313,             0.00313
                 231,            0.049221,           0.0098794,                   0,             0.91252,               0.875,             0.97194,             0.40089,            0.027341,            0.010325,                   0,              0.0031,              0.0031,              0.0031
                 232,            0.049795,            0.010432,                   0,             0.91252,               0.875,             0.97194,             0.40089,            0.027341,            0.010325,                   0,             0.00307,             0.00307,             0.00307
                 233,            0.046732,           0.0091704,                   0,             0.92769,               0.875,             0.97594,             0.39326,             0.02799,            0.010338,                   0,             0.00304,             0.00304,             0.00304
                 234,              0.0284,           0.0075561,                   0,             0.92769,               0.875,             0.97594,             0.39326,             0.02799,            0.010338,                   0,             0.00301,             0.00301,             0.00301
                 235,             0.03141,           0.0098096,                   0,             0.92783,               0.875,             0.97594,             0.38571,            0.029206,            0.010339,                   0,             0.00298,             0.00298,             0.00298
                 236,            0.029952,           0.0097818,                   0,             0.92783,               0.875,             0.97594,             0.38571,            0.029206,            0.010339,                   0,             0.00295,             0.00295,             0.00295
                 237,            0.031409,            0.008981,                   0,             0.92703,               0.875,             0.96794,             0.38281,            0.027303,            0.010394,                   0,             0.00292,             0.00292,             0.00292
                 238,            0.035248,           0.0089846,                   0,             0.92703,               0.875,             0.96794,             0.38281,            0.027303,            0.010394,                   0,             0.00289,             0.00289,             0.00289
                 239,            0.044763,           0.0082167,                   0,             0.92752,               0.875,             0.93712,             0.36495,            0.026207,            0.010524,                   0,             0.00286,             0.00286,             0.00286
                 240,            0.032794,           0.0087955,                   0,             0.92752,               0.875,             0.93712,             0.36495,            0.026207,            0.010524,                   0,             0.00283,             0.00283,             0.00283
                 241,            0.029462,           0.0095433,                   0,             0.92751,               0.875,             0.93776,             0.35977,            0.026899,            0.010605,                   0,              0.0028,              0.0028,              0.0028
                 242,            0.051367,           0.0084659,                   0,             0.92751,               0.875,             0.93776,             0.35977,            0.026899,            0.010605,                   0,             0.00277,             0.00277,             0.00277
                 243,             0.02864,            0.010001,                   0,             0.92703,               0.875,             0.96794,             0.39315,            0.025161,            0.010647,                   0,             0.00274,             0.00274,             0.00274
                 244,            0.028632,           0.0092252,                   0,             0.92703,               0.875,             0.96794,             0.39315,            0.025161,            0.010647,                   0,             0.00271,             0.00271,             0.00271
                 245,            0.045103,           0.0070615,                   0,             0.92753,               0.875,             0.96794,             0.37066,            0.025035,            0.010648,                   0,             0.00268,             0.00268,             0.00268
                 246,            0.030561,           0.0095751,                   0,             0.92753,               0.875,             0.96794,             0.37066,            0.025035,            0.010648,                   0,             0.00265,             0.00265,             0.00265
                 247,            0.047026,           0.0090157,                   0,             0.93622,             0.91835,             0.97125,             0.38284,            0.025646,            0.010641,                   0,             0.00262,             0.00262,             0.00262
                 248,            0.032134,           0.0081494,                   0,             0.93622,             0.91835,             0.97125,             0.38284,            0.025646,            0.010641,                   0,             0.00259,             0.00259,             0.00259
                 249,            0.030176,           0.0095254,                   0,             0.91582,               0.875,             0.93445,             0.38332,            0.026029,            0.010644,                   0,             0.00256,             0.00256,             0.00256
                 250,            0.047119,           0.0061472,                   0,             0.91582,               0.875,             0.93445,             0.38332,            0.026029,            0.010644,                   0,             0.00253,             0.00253,             0.00253
                 251,             0.02895,            0.011666,                   0,             0.91445,               0.875,             0.92578,             0.39451,            0.024867,            0.010601,                   0,              0.0025,              0.0025,              0.0025
                 252,            0.052418,            0.010169,                   0,             0.91445,               0.875,             0.92578,             0.39451,            0.024867,            0.010601,                   0,             0.00247,             0.00247,             0.00247
                 253,            0.028802,            0.010663,                   0,             0.91263,               0.875,             0.92741,             0.37331,            0.025171,            0.010548,                   0,             0.00244,             0.00244,             0.00244
                 254,            0.048593,           0.0070078,                   0,             0.91263,               0.875,             0.92741,             0.37331,            0.025171,            0.010548,                   0,             0.00241,             0.00241,             0.00241
                 255,            0.047025,           0.0082424,                   0,             0.91209,               0.875,             0.92673,             0.34503,            0.027922,            0.010497,                   0,             0.00238,             0.00238,             0.00238
                 256,            0.067939,             0.01079,                   0,             0.91209,               0.875,             0.92673,             0.34503,            0.027922,            0.010497,                   0,             0.00235,             0.00235,             0.00235
                 257,            0.048227,           0.0089456,                   0,             0.93655,             0.92327,             0.96486,             0.37013,            0.027259,            0.010522,                   0,             0.00232,             0.00232,             0.00232
                 258,            0.028149,           0.0099855,                   0,             0.93655,             0.92327,             0.96486,             0.37013,            0.027259,            0.010522,                   0,             0.00229,             0.00229,             0.00229
                 259,            0.040646,           0.0084451,                   0,             0.93625,             0.91881,             0.96486,             0.37712,            0.026442,             0.01052,                   0,             0.00226,             0.00226,             0.00226
                 260,            0.040649,           0.0099703,                   0,             0.93625,             0.91881,             0.96486,             0.37712,            0.026442,             0.01052,                   0,             0.00223,             0.00223,             0.00223
                 261,            0.047829,            0.011717,                   0,             0.93633,             0.91998,             0.96486,             0.36962,            0.026369,            0.010509,                   0,              0.0022,              0.0022,              0.0022
                 262,            0.063731,           0.0099854,                   0,             0.93633,             0.91998,             0.96486,             0.36962,            0.026369,            0.010509,                   0,             0.00217,             0.00217,             0.00217
                 263,            0.053535,           0.0090806,                   0,             0.93637,              0.9206,             0.95926,              0.3747,            0.026283,            0.010468,                   0,             0.00214,             0.00214,             0.00214
                 264,            0.046981,            0.008574,                   0,             0.93637,              0.9206,             0.95926,              0.3747,            0.026283,            0.010468,                   0,             0.00211,             0.00211,             0.00211
                 265,            0.029199,            0.011454,                   0,              0.9164,               0.875,             0.92386,             0.34859,            0.026639,            0.010454,                   0,             0.00208,             0.00208,             0.00208
                 266,            0.040347,           0.0089695,                   0,              0.9164,               0.875,             0.92386,             0.34859,            0.026639,            0.010454,                   0,             0.00205,             0.00205,             0.00205
                 267,            0.048826,           0.0089319,                   0,             0.91385,               0.875,             0.92386,             0.32715,            0.026536,            0.010471,                   0,             0.00202,             0.00202,             0.00202
                 268,            0.029163,            0.010754,                   0,             0.91385,               0.875,             0.92386,             0.32715,            0.026536,            0.010471,                   0,             0.00199,             0.00199,             0.00199
                 269,            0.042666,            0.011849,                   0,             0.91432,               0.875,             0.95405,             0.36326,            0.026814,            0.010434,                   0,             0.00196,             0.00196,             0.00196
                 270,            0.043449,           0.0063458,                   0,             0.91432,               0.875,             0.95405,             0.36326,            0.026814,            0.010434,                   0,             0.00193,             0.00193,             0.00193
                 271,            0.032153,            0.008654,                   0,             0.91245,               0.875,             0.95405,             0.36369,            0.028517,            0.010394,                   0,              0.0019,              0.0019,              0.0019
                 272,            0.031688,           0.0075151,                   0,             0.91245,               0.875,             0.95405,             0.36369,            0.028517,            0.010394,                   0,             0.00187,             0.00187,             0.00187
                 273,             0.04817,           0.0091706,                   0,              0.9117,               0.875,             0.95405,             0.36442,             0.02864,             0.01039,                   0,             0.00184,             0.00184,             0.00184
                 274,            0.044488,           0.0080852,                   0,              0.9117,               0.875,             0.95405,             0.36442,             0.02864,             0.01039,                   0,             0.00181,             0.00181,             0.00181
                 275,            0.026688,            0.010212,                   0,             0.91029,               0.875,             0.95405,             0.36785,            0.030332,            0.010366,                   0,             0.00178,             0.00178,             0.00178
                 276,            0.030414,           0.0096459,                   0,             0.91029,               0.875,             0.95405,             0.36785,            0.030332,            0.010366,                   0,             0.00175,             0.00175,             0.00175
                 277,            0.032737,           0.0083669,                   0,             0.91279,               0.875,              0.9221,             0.29243,            0.031199,            0.010392,                   0,             0.00172,             0.00172,             0.00172
                 278,            0.047468,           0.0091446,                   0,             0.91279,               0.875,              0.9221,             0.29243,            0.031199,            0.010392,                   0,             0.00169,             0.00169,             0.00169
                 279,            0.024539,           0.0082652,                   0,             0.91227,               0.875,              0.9221,              0.3201,            0.030334,            0.010454,                   0,             0.00166,             0.00166,             0.00166
                 280,            0.042119,             0.01044,                   0,             0.91227,               0.875,              0.9221,              0.3201,            0.030334,            0.010454,                   0,             0.00163,             0.00163,             0.00163
                 281,            0.028774,            0.010109,                   0,             0.87891,             0.90827,             0.95491,             0.34893,            0.028054,            0.010544,                   0,              0.0016,              0.0016,              0.0016
                 282,            0.030804,           0.0082766,                   0,             0.87891,             0.90827,             0.95491,             0.34893,            0.028054,            0.010544,                   0,             0.00157,             0.00157,             0.00157
                 283,            0.049785,           0.0097257,                   0,             0.91342,               0.875,             0.95197,              0.3528,            0.027912,            0.010555,                   0,             0.00154,             0.00154,             0.00154
                 284,            0.027141,           0.0075596,                   0,             0.91342,               0.875,             0.95197,              0.3528,            0.027912,            0.010555,                   0,             0.00151,             0.00151,             0.00151
                 285,            0.027754,           0.0076998,                   0,             0.87824,             0.90257,             0.95491,             0.34648,              0.0263,            0.010664,                   0,             0.00148,             0.00148,             0.00148
                 286,            0.045495,            0.010272,                   0,             0.87824,             0.90257,             0.95491,             0.34648,              0.0263,            0.010664,                   0,             0.00145,             0.00145,             0.00145
                 287,            0.048193,           0.0094526,                   0,              0.8781,             0.90132,             0.95491,             0.36453,            0.025706,            0.010678,                   0,             0.00142,             0.00142,             0.00142
                 288,             0.02967,           0.0091991,                   0,              0.8781,             0.90132,             0.95491,             0.36453,            0.025706,            0.010678,                   0,             0.00139,             0.00139,             0.00139
                 289,            0.027173,           0.0088012,                   0,             0.87757,             0.89683,             0.95491,              0.3621,            0.025602,            0.010699,                   0,             0.00136,             0.00136,             0.00136
                 290,            0.029531,           0.0079981,                   0,             0.87757,             0.89683,             0.95491,              0.3621,            0.025602,            0.010699,                   0,             0.00133,             0.00133,             0.00133
                 291,             0.06824,            0.011149,                   0,             0.87873,               0.875,             0.95491,             0.35982,            0.025366,            0.010727,                   0,              0.0013,              0.0013,              0.0013
                 292,            0.032475,           0.0079633,                   0,             0.87873,               0.875,             0.95491,             0.35982,            0.025366,            0.010727,                   0,             0.00127,             0.00127,             0.00127
                 293,            0.043396,           0.0083252,                   0,             0.88131,               0.875,             0.95491,             0.34709,            0.026088,            0.010716,                   0,             0.00124,             0.00124,             0.00124
                 294,             0.04616,           0.0078879,                   0,             0.88131,               0.875,             0.95491,             0.34709,            0.026088,            0.010716,                   0,             0.00121,             0.00121,             0.00121
                 295,            0.058936,            0.010758,                   0,              0.8875,               0.875,             0.95491,             0.32699,            0.028103,            0.010643,                   0,             0.00118,             0.00118,             0.00118
                 296,            0.027628,           0.0084749,                   0,              0.8875,               0.875,             0.95491,             0.32699,            0.028103,            0.010643,                   0,             0.00115,             0.00115,             0.00115
                 297,            0.028992,            0.009323,                   0,             0.89236,               0.875,             0.95301,             0.34015,            0.027836,            0.010667,                   0,             0.00112,             0.00112,             0.00112
                 298,            0.026266,           0.0090844,                   0,             0.89236,               0.875,             0.95301,             0.34015,            0.027836,            0.010667,                   0,             0.00109,             0.00109,             0.00109
                 299,             0.02931,           0.0092884,                   0,             0.89839,               0.875,             0.95491,             0.33591,            0.027593,             0.01067,                   0,             0.00106,             0.00106,             0.00106
